"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R570","2020-04-27 06:00:00","37.000","13.000","1.100","23.200","0.840","1009.700","","0.000","-99.000","-99.000","-99.000","25.300","","23.200",""
"C0O900","2020-04-27 06:00:00","9.000","17.000","2.300","20.500","0.990","1014.600","","0.000","-99.000","-99.000","-99.000","22.100","","20.400",""
"C0AD00","2020-04-27 06:00:00","86.000","129.000","1.200","22.600","0.760","1007.500","","0.000","-99.000","-99.000","-99.000","22.600","","21.900",""
"C0V700","2020-04-27 06:00:00","24.000","15.000","1.500","23.300","0.760","1011.700","","0.000","-99.000","-99.000","-99.000","24.800","","23.300",""
"C0AH00","2020-04-27 06:00:00","38.000","46.000","1.100","19.700","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","19.800","","18.900",""
"C0X080","2020-04-27 06:00:00","2.000","22.000","2.400","21.200","0.820","1015.100","","0.000","-99.000","-99.000","-99.000","22.300","","20.700",""
"C0G910","2020-04-27 06:00:00","42.000","321.000","1.700","20.400","0.860","1009.700","","0.000","-99.000","-99.000","-99.000","21.200","","20.400",""
"C0I480","2020-04-27 06:00:00","2165.000","0.000","0.000","10.800","0.990","790.900","","0.000","-99.000","-99.000","-99.000","11.300","","10.700",""
"C0R710","2020-04-27 06:00:00","117.000","35.000","7.400","22.700","0.880","1002.800","","0.500","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0A860","2020-04-27 06:00:00","362.000","29.000","0.900","18.100","1.000","976.200","","0.000","-99.000","-99.000","-99.000","18.200","","17.300",""
"C0U940","2020-04-27 06:00:00","25.000","248.000","2.300","17.200","1.000","1016.600","","0.500","-99.000","-99.000","-99.000","18.600","","16.900",""
"C0S970","2020-04-27 06:00:00","19.000","318.000","0.400","22.300","0.830","1014.600","","0.000","-99.000","-99.000","-99.000","23.300","","22.200",""
"C0V260","2020-04-27 06:00:00","126.000","0.000","0.000","21.300","0.940","1000.800","","0.000","-99.000","-99.000","-99.000","23.800","","21.000",""
"C0H990","2020-04-27 06:00:00","3076.000","211.000","5.700","5.400","0.990","707.400","","0.000","-99.000","-99.000","-99.000","6.300","","5.100",""
"C0F9K0","2020-04-27 06:00:00","30.000","48.000","1.400","19.800","0.790","1010.700","","0.000","-99.000","-99.000","-99.000","20.600","","19.600",""
"C0AH90","2020-04-27 06:00:00","660.000","0.000","0.000","14.400","0.990","946.500","","1.000","-99.000","-99.000","-99.000","14.400","","13.700",""
"C0W150","2020-04-27 06:00:00","42.000","23.000","0.500","20.500","0.660","1013.500","","0.000","-99.000","-99.000","-99.000","20.500","","19.800",""
"C0F000","2020-04-27 06:00:00","273.000","61.000","1.000","20.000","0.970","981.500","","0.000","-99.000","-99.000","-99.000","20.400","","18.800",""
"C0M860","2020-04-27 06:00:00","578.000","0.000","0.000","20.100","0.890","950.600","","0.000","-99.000","-99.000","-99.000","21.000","","19.900",""
"C0K410","2020-04-27 06:00:00","20.000","23.000","1.800","20.200","0.780","1012.500","","0.000","-99.000","-99.000","-99.000","21.600","","20.200",""
"C0V800","2020-04-27 06:00:00","256.000","0.000","0.200","22.000","0.860","984.600","","0.000","-99.000","-99.000","-99.000","23.900","","21.600",""
"C0S830","2020-04-27 06:00:00","288.000","264.000","1.500","19.300","0.960","986.600","","0.500","-99.000","-99.000","-99.000","19.700","","19.000",""
"C0T9A0","2020-04-27 06:00:00","498.000","0.000","0.000","16.000","0.990","961.900","","0.500","-99.000","-99.000","-99.000","16.500","","15.600",""
"C0AH40","2020-04-27 06:00:00","426.000","356.000","1.100","19.500","0.910","965.800","","0.000","-99.000","-99.000","-99.000","19.600","","19.300",""
"C0X280","2020-04-27 06:00:00","22.000","34.000","2.600","21.200","0.800","1013.200","","0.000","-99.000","-99.000","-99.000","22.500","","21.200",""
"C0V620","2020-04-27 06:00:00","18.000","8.000","1.600","22.000","0.820","1013.300","","0.000","-99.000","-99.000","-99.000","23.400","","22.000",""
"C0H960","2020-04-27 06:00:00","120.000","197.000","1.000","20.400","0.950","1000.300","","0.000","-99.000","-99.000","-99.000","22.300","","20.300",""
"C0M530","2020-04-27 06:00:00","1385.000","0.000","0.000","15.700","0.990","870.700","","0.000","-99.000","-99.000","-99.000","16.400","","15.700",""
"C0R170","2020-04-27 06:00:00","26.000","0.000","0.100","23.300","1.000","1012.300","","0.000","-99.000","-99.000","-99.000","24.300","","22.100",""
"C0I420","2020-04-27 06:00:00","305.000","0.000","0.000","20.100","0.960","980.800","","0.000","-99.000","-99.000","-99.000","20.800","","19.900",""
"C0A640","2020-04-27 06:00:00","241.000","0.000","0.000","18.500","0.910","992.200","","0.000","-99.000","-99.000","-99.000","18.700","","17.300",""
"C0A930","2020-04-27 06:00:00","216.000","0.000","0.200","19.700","0.930","991.400","","0.000","-99.000","-99.000","-99.000","20.000","","19.500",""
"C0F9M0","2020-04-27 06:00:00","230.000","318.000","0.800","19.900","0.940","988.900","","0.000","-99.000","-99.000","-99.000","20.400","","19.300",""
"C0AC40","2020-04-27 06:00:00","1079.000","238.000","2.200","13.000","0.990","896.500","","0.000","-99.000","-99.000","-99.000","13.300","","12.600",""
"C0AI00","2020-04-27 06:00:00","188.000","54.000","1.200","19.500","0.930","996.400","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"C0T9M0","2020-04-27 06:00:00","92.000","310.000","3.200","19.600","0.910","1009.200","","0.500","-99.000","-99.000","-99.000","19.800","","18.900",""
"C0S960","2020-04-27 06:00:00","32.000","3.000","2.200","22.200","0.870","1013.400","","0.000","-99.000","-99.000","-99.000","22.700","","22.200",""
"C0K430","2020-04-27 06:00:00","30.000","339.000","0.800","19.700","0.930","1013.300","","0.000","-99.000","-99.000","-99.000","21.500","","19.700",""
"C0Z170","2020-04-27 06:00:00","199.000","0.000","0.000","19.600","1.000","997.300","","0.500","-99.000","-99.000","-99.000","20.500","","19.400",""
"C0Z100","2020-04-27 06:00:00","36.000","0.000","0.000","19.600","0.980","1015.900","","0.000","-99.000","-99.000","-99.000","20.100","","19.500",""
"C0U710","2020-04-27 06:00:00","1942.000","0.000","0.100","9.800","0.990","810.700","","0.500","-99.000","-99.000","-99.000","10.200","","9.400",""
"C0SA30","2020-04-27 06:00:00","92.000","341.000","0.400","20.600","0.910","1007.800","","0.000","-99.000","-99.000","-99.000","21.500","","20.600",""
"C0V500","2020-04-27 06:00:00","6.000","10.000","1.000","23.200","0.780","1012.800","","0.000","-99.000","-99.000","-99.000","24.900","","23.100",""
"CM0160","2020-04-27 06:00:00","159.000","0.000","0.000","19.700","0.890","998.900","","0.000","-99.000","-99.000","-99.000","21.100","","19.500",""
"C0V350","2020-04-27 06:00:00","36.000","262.000","0.600","22.000","0.900","1012.100","","0.000","-99.000","-99.000","-99.000","23.800","","21.500",""
"C0W120","2020-04-27 06:00:00","58.000","18.000","9.100","21.400","0.800","1009.500","","0.000","-99.000","-99.000","-99.000","22.100","","21.300",""
"C0R470","2020-04-27 06:00:00","103.000","0.000","0.000","22.900","0.920","1003.800","","0.000","-99.000","-99.000","-99.000","24.900","","22.600",""
"C0M770","2020-04-27 06:00:00","164.000","0.000","0.000","20.100","0.980","996.000","","0.000","-99.000","-99.000","-99.000","21.000","","19.500",""
"C0S930","2020-04-27 06:00:00","248.000","0.000","0.100","19.300","0.970","990.000","","0.000","-99.000","-99.000","-99.000","20.000","","19.200",""
"C0F9Y0","2020-04-27 06:00:00","3313.000","242.000","4.500","4.200","0.920","687.200","","0.000","12.000","217.000","","5.700","","3.900",""
"C0E790","2020-04-27 06:00:00","344.000","158.000","1.100","19.800","1.000","975.900","","0.000","-99.000","-99.000","-99.000","20.000","","19.500",""
"C0O810","2020-04-27 06:00:00","161.000","0.000","0.000","20.600","0.990","997.400","","0.000","-99.000","-99.000","-99.000","22.400","","20.200",""
"C0R520","2020-04-27 06:00:00","18.000","49.000","1.300","23.700","0.880","1013.300","","0.000","-99.000","-99.000","-99.000","25.000","","23.700",""
"C0G880","2020-04-27 06:00:00","92.000","76.000","0.400","20.500","0.860","1004.800","","0.000","-99.000","-99.000","-99.000","21.200","","20.100",""
"C0R260","2020-04-27 06:00:00","76.000","104.000","0.600","24.300","0.760","1006.100","","0.000","-99.000","-99.000","-99.000","25.800","","23.400",""
"C0U950","2020-04-27 06:00:00","1012.000","102.000","7.900","14.400","1.000","906.300","","1.000","13.000","110.000","","14.700","","13.900",""
"C0O860","2020-04-27 06:00:00","38.000","0.000","0.100","20.700","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","22.300","","20.600",""
"C0R320","2020-04-27 06:00:00","7.000","64.000","6.500","24.400","0.700","1014.600","","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0S980","2020-04-27 06:00:00","901.000","302.000","1.000","16.600","1.000","916.800","","0.500","-99.000","-99.000","-99.000","17.100","","16.500",""
"C0X110","2020-04-27 06:00:00","20.000","37.000","2.800","22.500","0.730","1013.300","","0.000","-99.000","-99.000","-99.000","23.500","","22.500",""
"C0V310","2020-04-27 06:00:00","46.000","255.000","0.300","22.200","0.860","1009.200","","0.000","-99.000","-99.000","-99.000","24.000","","22.000",""
"C0G620","2020-04-27 06:00:00","110.000","263.000","1.200","20.200","0.950","1002.300","","0.000","-99.000","-99.000","-99.000","20.300","","19.600",""
"C0AD50","2020-04-27 06:00:00","84.000","83.000","5.700","21.800","0.940","1007.100","","0.000","12.100","80.000","","21.800","","20.700",""
"C0A9A0","2020-04-27 06:00:00","24.000","111.000","2.200","20.700","0.930","1014.700","","0.000","-99.000","-99.000","-99.000","21.200","","20.200",""
"C0S760","2020-04-27 06:00:00","1621.000","354.000","0.400","13.000","1.000","842.200","","1.500","-99.000","-99.000","-99.000","13.200","","12.800",""
"C0X160","2020-04-27 06:00:00","26.000","11.000","2.100","22.300","0.780","1011.900","","0.000","-99.000","-99.000","-99.000","23.300","","22.300",""
"C0C490","2020-04-27 06:00:00","157.000","88.000","1.800","21.000","0.760","998.100","","0.000","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0F970","2020-04-27 06:00:00","145.000","0.000","0.200","20.800","0.850","998.000","","0.000","-99.000","-99.000","-99.000","21.700","","20.600",""
"C0R440","2020-04-27 06:00:00","1679.000","0.000","0.000","13.900","1.000","836.900","","0.000","-99.000","-99.000","-99.000","14.000","","13.500",""
"C0M690","2020-04-27 06:00:00","33.000","28.000","1.100","20.200","0.860","1010.900","","0.000","-99.000","-99.000","-99.000","21.700","","19.900",""
"C0V690","2020-04-27 06:00:00","30.000","34.000","2.800","23.000","0.780","1012.300","","0.000","-99.000","-99.000","-99.000","24.600","","23.000",""
"C0Z210","2020-04-27 06:00:00","126.000","0.000","0.000","18.500","0.990","1005.300","","0.500","-99.000","-99.000","-99.000","19.100","","18.300",""
"C0U770","2020-04-27 06:00:00","5.000","322.000","1.000","19.700","0.920","1018.300","","0.000","-99.000","-99.000","-99.000","20.900","","19.700",""
"C0Z080","2020-04-27 06:00:00","298.000","0.000","0.000","17.400","0.990","984.100","","0.000","-99.000","-99.000","-99.000","18.400","","17.400",""
"C0G640","2020-04-27 06:00:00","17.000","0.000","0.100","20.000","0.800","1016.200","","0.000","-99.000","-99.000","-99.000","20.900","","19.600",""
"C0X200","2020-04-27 06:00:00","61.000","262.000","1.100","19.800","0.990","1008.100","","0.000","-99.000","-99.000","-99.000","21.900","","19.700",""
"C0U900","2020-04-27 06:00:00","63.000","245.000","2.700","18.100","0.990","1012.300","","1.500","-99.000","-99.000","-99.000","19.400","","17.600",""
"C0Z230","2020-04-27 06:00:00","31.000","324.000","2.400","20.200","0.780","1016.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.200",""
"C0F9O0","2020-04-27 06:00:00","175.000","0.000","0.000","20.400","0.000","995.100","","0.000","-99.000","-99.000","-99.000","21.100","","20.200",""
"C0R770","2020-04-27 06:00:00","93.000","103.000","0.900","22.800","0.780","1005.200","","0.000","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0C540","2020-04-27 06:00:00","46.000","72.000","2.900","21.500","0.760","1011.500","","0.000","-99.000","-99.000","-99.000","21.500","","20.800",""
"C0G770","2020-04-27 06:00:00","15.000","32.000","0.900","21.400","0.720","1013.800","","0.000","-99.000","-99.000","-99.000","22.400","","21.300",""
"C0V670","2020-04-27 06:00:00","20.000","348.000","2.300","22.700","0.740","1012.900","","0.000","-99.000","-99.000","-99.000","24.200","","22.700",""
"C0A870","2020-04-27 06:00:00","685.000","94.000","7.500","16.600","1.000","938.000","","0.000","-99.000","-99.000","-99.000","16.800","","16.100",""
"C0R220","2020-04-27 06:00:00","23.000","61.000","1.000","23.700","1.000","1012.700","","0.000","-99.000","-99.000","-99.000","24.800","","23.700",""
"C0Z220","2020-04-27 06:00:00","589.000","252.000","1.600","15.800","1.000","953.200","","0.500","-99.000","-99.000","-99.000","16.500","","15.800",""
"C0D560","2020-04-27 06:00:00","147.000","62.000","1.100","19.700","0.790","999.600","","0.000","-99.000","-99.000","-99.000","19.900","","19.300",""
"C0I380","2020-04-27 06:00:00","258.000","283.000","0.400","20.200","0.960","985.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.000",""
"C0Z020","2020-04-27 06:00:00","211.000","25.000","3.700","17.900","0.990","993.200","","0.500","-99.000","-99.000","-99.000","18.900","","17.800",""
"C0S920","2020-04-27 06:00:00","98.000","0.000","0.200","21.200","0.940","1001.300","","0.000","-99.000","-99.000","-99.000","21.600","","21.000",""
"C0V640","2020-04-27 06:00:00","35.000","28.000","1.700","22.400","0.800","1011.300","","0.000","-99.000","-99.000","-99.000","23.700","","22.000",""
"C0AH80","2020-04-27 06:00:00","68.000","61.000","1.100","19.100","0.960","1009.000","","0.000","-99.000","-99.000","-99.000","19.500","","18.400",""
"C0K250","2020-04-27 06:00:00","12.000","346.000","0.700","19.700","0.870","1014.500","","0.000","-99.000","-99.000","-99.000","21.300","","18.800",""
"C0R840","2020-04-27 06:00:00","536.000","41.000","5.600","18.300","1.000","955.800","","0.500","-99.000","-99.000","-99.000","19.400","","18.300",""
"C0I410","2020-04-27 06:00:00","180.000","7.000","0.800","20.200","0.870","994.500","","0.000","-99.000","-99.000","-99.000","21.400","","20.200",""
"C0M410","2020-04-27 06:00:00","245.000","352.000","1.100","20.100","0.920","983.700","","0.000","-99.000","-99.000","-99.000","21.300","","20.100",""
"C0F9Z0","2020-04-27 06:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-04-27 06:00:00","26.000","319.000","1.800","20.600","0.800","1012.300","","0.000","-99.000","-99.000","-99.000","22.000","","20.600",""
"C0U650","2020-04-27 06:00:00","442.000","354.000","1.400","16.100","0.980","968.600","","0.000","-99.000","-99.000","-99.000","17.800","","16.100",""
"C0D660","2020-04-27 06:00:00","65.000","70.000","0.300","20.700","0.770","1008.700","","0.000","-99.000","-99.000","-99.000","21.000","","20.100",""
"C0E540","2020-04-27 06:00:00","32.000","102.000","0.500","19.000","0.860","1012.500","","0.000","-99.000","-99.000","-99.000","19.300","","17.800",""
"C0W170","2020-04-27 06:00:00","42.000","3.000","3.000","17.000","0.870","1012.900","","0.000","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0Z150","2020-04-27 06:00:00","27.000","227.000","1.500","19.800","0.980","1015.900","","0.000","-99.000","-99.000","-99.000","20.500","","19.800",""
"C0S840","2020-04-27 06:00:00","22.000","286.000","1.600","22.400","0.870","1016.000","","0.000","-99.000","-99.000","-99.000","23.500","","21.900",""
"C0H9A0","2020-04-27 06:00:00","1595.000","0.000","0.000","13.800","0.980","848.400","","0.000","-99.000","-99.000","-99.000","14.400","","13.100",""
"C0Z300","2020-04-27 06:00:00","182.000","72.000","0.400","18.200","0.990","998.900","","1.000","-99.000","-99.000","-99.000","19.000","","18.100",""
"C0G730","2020-04-27 06:00:00","27.000","26.000","1.800","20.000","0.840","1013.400","","0.000","-99.000","-99.000","-99.000","21.300","","19.600",""
"C0V730","2020-04-27 06:00:00","33.000","351.000","1.500","23.300","0.940","1012.000","","0.000","-99.000","-99.000","-99.000","25.000","","23.300",""
"C0SA00","2020-04-27 06:00:00","466.000","0.000","0.000","18.700","1.000","964.400","","0.000","-99.000","-99.000","-99.000","19.200","","18.500",""
"C0S900","2020-04-27 06:00:00","27.000","66.000","4.400","23.600","0.850","1014.100","","0.500","-99.000","-99.000","-99.000","23.800","","23.200",""
"C0C480","2020-04-27 06:00:00","105.000","127.000","1.100","20.600","0.790","1004.400","","0.000","-99.000","-99.000","-99.000","20.700","","20.100",""
"C0V720","2020-04-27 06:00:00","15.000","55.000","1.200","24.900","0.760","1013.500","","0.000","-99.000","-99.000","-99.000","25.900","","24.600",""
"C0UA60","2020-04-27 06:00:00","566.000","333.000","1.300","16.400","0.970","953.800","","0.000","-99.000","-99.000","-99.000","17.600","","15.900",""
"C0A980","2020-04-27 06:00:00","11.000","152.000","1.500","21.900","0.750","1016.700","","0.000","-99.000","-99.000","-99.000","21.900","","20.900",""
"C0C670","2020-04-27 06:00:00","250.000","45.000","0.900","18.800","0.840","988.000","","0.000","-99.000","-99.000","-99.000","18.800","","17.900",""
"C0K550","2020-04-27 06:00:00","15.000","0.000","0.200","20.100","0.830","1014.300","","0.000","-99.000","-99.000","-99.000","21.600","","19.800",""
"C0R350","2020-04-27 06:00:00","35.000","48.000","4.400","23.800","0.830","1011.500","","0.000","9.500","32.000","","23.800","","23.400",""
"C0T9F0","2020-04-27 06:00:00","251.000","0.000","0.100","18.100","0.950","989.600","","0.000","-99.000","-99.000","-99.000","18.500","","17.900",""
"C0D390","2020-04-27 06:00:00","146.000","0.000","0.000","19.000","0.850","997.800","","0.000","-99.000","-99.000","-99.000","19.300","","18.600",""
"C0E430","2020-04-27 06:00:00","258.000","187.000","1.300","18.000","0.890","989.900","","0.000","-99.000","-99.000","-99.000","18.600","","17.800",""
"C0O990","2020-04-27 06:00:00","18.000","28.000","1.100","21.200","0.900","1013.000","","0.000","-99.000","-99.000","-99.000","22.800","","21.200",""
"CM0010","2020-04-27 06:00:00","68.000","-99.000","-99.000","20.400","0.800","1010.100","","0.000","-99.000","-99.000","-99.000","20.400","","19.200",""
"C0K500","2020-04-27 06:00:00","12.000","11.000","1.200","19.900","0.840","1013.400","","0.000","-99.000","-99.000","-99.000","21.400","","19.800",""
"C0X260","2020-04-27 06:00:00","39.000","29.000","1.200","20.000","0.880","1011.400","","0.000","-99.000","-99.000","-99.000","21.500","","19.600",""
"C0ACA0","2020-04-27 06:00:00","25.000","75.000","2.100","21.100","0.830","1013.300","","0.000","-99.000","-99.000","-99.000","21.300","","20.900",""
"C0X180","2020-04-27 06:00:00","62.000","0.000","0.000","20.300","0.990","1007.100","","0.000","-99.000","-99.000","-99.000","22.000","","20.200",""
"C0F930","2020-04-27 06:00:00","100.000","353.000","0.400","19.200","0.870","1003.600","","0.000","-99.000","-99.000","-99.000","20.500","","19.000",""
"C0I010","2020-04-27 06:00:00","1562.000","70.000","0.300","14.500","0.940","850.900","","0.000","-99.000","-99.000","-99.000","15.300","","14.300",""
"C0R190","2020-04-27 06:00:00","32.000","0.000","0.000","22.600","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","25.000","","22.400",""
"C0E420","2020-04-27 06:00:00","19.000","0.000","0.000","19.800","0.810","1012.000","","0.000","-99.000","-99.000","-99.000","20.200","","18.600",""
"C0I460","2020-04-27 06:00:00","110.000","40.000","1.100","21.300","0.800","1003.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.000",""
"C0A9F0","2020-04-27 06:00:00","35.000","117.000","0.800","21.500","0.820","1013.800","","0.000","-99.000","-99.000","-99.000","21.500","","20.800",""
"C0F9A0","2020-04-27 06:00:00","425.000","0.000","0.200","21.500","0.850","967.300","","0.000","-99.000","-99.000","-99.000","21.500","","19.900",""
"C0O950","2020-04-27 06:00:00","4.000","349.000","0.800","21.700","0.980","1014.100","","0.000","-99.000","-99.000","-99.000","22.800","","21.400",""
"C0M760","2020-04-27 06:00:00","40.000","0.000","0.000","20.200","0.860","1011.100","","0.000","-99.000","-99.000","-99.000","21.500","","20.100",""
"C0AH70","2020-04-27 06:00:00","34.000","79.000","1.500","21.400","0.730","1013.900","","0.000","-99.000","-99.000","-99.000","21.400","","20.700",""
"C0V250","2020-04-27 06:00:00","298.000","81.000","0.500","20.700","0.910","981.000","","0.000","-99.000","-99.000","-99.000","22.700","","20.400",""
"C0U980","2020-04-27 06:00:00","573.000","100.000","1.100","16.600","1.000","954.300","","0.500","-99.000","-99.000","-99.000","16.800","","16.400",""
"C0S740","2020-04-27 06:00:00","289.000","50.000","1.600","18.200","0.990","986.200","","0.000","-99.000","-99.000","-99.000","18.800","","18.100",""
"C0A940","2020-04-27 06:00:00","49.000","0.000","0.000","19.600","0.990","1012.700","","0.000","-99.000","-99.000","-99.000","19.600","","18.800",""
"C0T870","2020-04-27 06:00:00","135.000","0.000","0.000","18.200","0.990","1002.600","","1.000","-99.000","-99.000","-99.000","18.700","","18.000",""
"C0O930","2020-04-27 06:00:00","69.000","232.000","0.400","20.400","1.000","1007.200","","0.000","-99.000","-99.000","-99.000","22.300","","20.000",""
"C0AI40","2020-04-27 06:00:00","37.000","132.000","2.100","22.500","0.710","1013.400","","0.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0C460","2020-04-27 06:00:00","482.000","0.000","0.000","19.600","0.680","962.400","","0.000","-99.000","-99.000","-99.000","19.600","","17.900",""
"C0T9D0","2020-04-27 06:00:00","7.000","0.000","0.000","19.800","0.930","1018.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.700",""
"C0I390","2020-04-27 06:00:00","1184.000","83.000","0.400","16.300","1.000","888.600","","0.000","-99.000","-99.000","-99.000","17.100","","16.200",""
"C0B020","2020-04-27 06:00:00","86.000","84.000","3.500","21.200","0.830","1006.400","","-99.000","-99.000","-99.000","-99.000","21.200","","19.800",""
"CM0170","2020-04-27 06:00:00","106.000","80.000","0.300","19.900","0.990","1004.400","","0.000","-99.000","-99.000","-99.000","20.600","","19.400",""
"C0F860","2020-04-27 06:00:00","2215.000","212.000","1.600","11.400","1.000","783.400","","0.000","-99.000","-99.000","-99.000","11.900","","11.000",""
"C0U890","2020-04-27 06:00:00","116.000","273.000","1.300","17.300","0.990","1006.600","","0.000","-99.000","-99.000","-99.000","19.000","","17.300",""
"C0G800","2020-04-27 06:00:00","15.000","30.000","2.800","20.000","0.840","1013.800","","0.000","-99.000","-99.000","-99.000","21.000","","19.900",""
"C0F850","2020-04-27 06:00:00","379.000","144.000","0.600","19.200","0.990","972.300","","0.000","-99.000","-99.000","-99.000","19.500","","19.000",""
"C0AH50","2020-04-27 06:00:00","275.000","93.000","4.000","19.400","0.990","985.200","","0.000","-99.000","-99.000","-99.000","19.500","","19.200",""
"C0Z160","2020-04-27 06:00:00","124.000","172.000","0.400","19.000","0.960","1007.300","","0.500","-99.000","-99.000","-99.000","19.600","","18.600",""
"C0R540","2020-04-27 06:00:00","17.000","38.000","1.200","24.300","0.830","1012.700","","0.000","-99.000","-99.000","-99.000","25.700","","24.200",""
"C0K480","2020-04-27 06:00:00","56.000","62.000","0.400","20.300","0.990","1008.900","","0.000","-99.000","-99.000","-99.000","20.500","","19.700",""
"C0F9V0","2020-04-27 06:00:00","525.000","117.000","0.600","20.000","0.910","957.500","","0.000","-99.000","-99.000","-99.000","20.700","","19.600",""
"C0UA20","2020-04-27 06:00:00","2619.000","204.000","3.800","7.800","0.960","-99.000","","0.000","-99.000","-99.000","-99.000","8.200","","7.700",""
"C0M850","2020-04-27 06:00:00","695.000","0.000","0.000","19.700","0.890","937.000","","0.000","-99.000","-99.000","-99.000","20.200","","19.300",""
"C0C620","2020-04-27 06:00:00","19.000","95.000","1.600","-99.000","0.850","1013.500","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I360","2020-04-27 06:00:00","300.000","40.000","1.200","21.000","0.890","980.400","","0.000","-99.000","-99.000","-99.000","22.000","","20.200",""
"C0M810","2020-04-27 06:00:00","1354.000","241.000","0.300","15.700","0.980","868.300","","0.000","-99.000","-99.000","-99.000","16.400","","14.900",""
"C0AC80","2020-04-27 06:00:00","40.000","128.000","0.300","20.200","0.870","1012.600","","0.000","-99.000","-99.000","-99.000","20.700","","19.100",""
"CM0140","2020-04-27 06:00:00","26.000","17.000","0.500","21.400","0.830","1015.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.400",""
"C0SA20","2020-04-27 06:00:00","857.000","356.000","1.700","16.300","1.000","921.500","","0.500","-99.000","-99.000","-99.000","16.800","","16.200",""
"C0K490","2020-04-27 06:00:00","91.000","0.000","0.000","19.800","0.900","1004.500","","0.000","-99.000","-99.000","-99.000","21.000","","19.000",""
"C0V820","2020-04-27 06:00:00","441.000","16.000","0.900","20.400","0.990","967.800","","0.000","-99.000","-99.000","-99.000","21.500","","19.000",""
"C0S810","2020-04-27 06:00:00","65.000","35.000","1.200","21.400","0.880","1012.300","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0R580","2020-04-27 06:00:00","10.000","3.000","0.900","23.700","0.840","1013.900","","0.000","-99.000","-99.000","-99.000","24.900","","23.300",""
"C0Z330","2020-04-27 06:00:00","488.000","1.000","0.700","17.000","0.990","964.700","","2.000","-99.000","-99.000","-99.000","17.800","","17.000",""
"C0E590","2020-04-27 06:00:00","40.000","0.000","0.200","18.800","0.860","1010.200","","0.000","-99.000","-99.000","-99.000","18.800","","17.300",""
"C0D540","2020-04-27 06:00:00","227.000","0.000","0.000","18.300","0.890","991.100","","0.000","-99.000","-99.000","-99.000","18.300","","17.700",""
"C0K420","2020-04-27 06:00:00","42.000","13.000","1.100","19.900","0.780","1010.700","","0.000","-99.000","-99.000","-99.000","20.700","","19.900",""
"C0Z180","2020-04-27 06:00:00","34.000","0.000","0.200","20.000","0.870","1014.300","","0.000","-99.000","-99.000","-99.000","22.200","","20.000",""
"C0AD10","2020-04-27 06:00:00","27.000","119.000","3.400","22.900","0.660","1013.500","","0.000","8.800","110.000","","23.000","","20.800",""
"C0M720","2020-04-27 06:00:00","225.000","0.000","0.000","19.700","0.940","989.500","","0.000","-99.000","-99.000","-99.000","20.900","","19.100",""
"C0V450","2020-04-27 06:00:00","51.000","0.000","0.200","22.800","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","24.600","","22.200",""
"C0R280","2020-04-27 06:00:00","242.000","64.000","1.800","20.200","0.990","988.700","","1.000","-99.000","-99.000","-99.000","20.900","","20.100",""
"C0E610","2020-04-27 06:00:00","850.000","0.000","0.000","18.700","0.700","922.000","","0.000","-99.000","-99.000","-99.000","19.000","","18.000",""
"C0V610","2020-04-27 06:00:00","22.000","356.000","1.100","22.500","0.780","1012.900","","0.000","-99.000","-99.000","-99.000","24.200","","22.500",""
"C0Z310","2020-04-27 06:00:00","59.000","347.000","0.500","19.100","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","20.700","","19.100",""
"C0S700","2020-04-27 06:00:00","507.000","204.000","0.400","18.000","0.980","961.100","","0.000","-99.000","-99.000","-99.000","18.100","","17.100",""
"C0T9G0","2020-04-27 06:00:00","605.000","0.000","0.000","16.100","0.990","951.700","","0.000","-99.000","-99.000","-99.000","16.600","","15.700",""
"C0U520","2020-04-27 06:00:00","517.000","233.000","0.800","15.900","0.990","962.100","","2.500","-99.000","-99.000","-99.000","15.900","","14.500",""
"C0R810","2020-04-27 06:00:00","25.000","86.000","1.400","24.700","0.710","1012.600","","0.000","-99.000","-99.000","-99.000","25.600","","24.200",""
