"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G840","2020-04-27 10:00:00","32.000","1.000","0.600","24.600","0.730","1012.100","","0.000","-99.000","-99.000","-99.000","24.600","","19.800",""
"C0V710","2020-04-27 10:00:00","34.000","229.000","1.000","27.900","0.590","1012.000","","0.000","-99.000","-99.000","-99.000","27.900","","23.600",""
"C0X140","2020-04-27 10:00:00","17.000","316.000","0.600","28.700","0.530","1014.100","","0.000","-99.000","-99.000","-99.000","28.700","","21.500",""
"C0C680","2020-04-27 10:00:00","228.000","103.000","3.600","19.900","0.830","990.200","","0.500","-99.000","-99.000","-99.000","20.100","","19.000",""
"C0D360","2020-04-27 10:00:00","523.000","0.000","0.000","19.700","0.900","956.400","","0.000","-99.000","-99.000","-99.000","19.700","","16.500",""
"C0C710","2020-04-27 10:00:00","143.000","150.000","1.200","22.000","0.630","1001.400","","0.000","-99.000","-99.000","-99.000","22.300","","17.800",""
"C0Z190","2020-04-27 10:00:00","62.000","317.000","2.000","21.900","0.940","1012.300","","0.500","-99.000","-99.000","-99.000","21.900","","19.100",""
"C0E420","2020-04-27 10:00:00","19.000","0.000","0.200","22.500","0.750","1012.700","","0.000","-99.000","-99.000","-99.000","22.500","","18.600",""
"C0I460","2020-04-27 10:00:00","110.000","33.000","3.000","25.200","0.720","1003.900","","0.000","-99.000","-99.000","-99.000","25.300","","21.000",""
"C0A9F0","2020-04-27 10:00:00","35.000","84.000","1.700","22.700","0.780","1015.200","","0.000","-99.000","-99.000","-99.000","22.700","","20.800",""
"C0F9A0","2020-04-27 10:00:00","425.000","281.000","1.600","23.000","0.840","968.600","","0.000","-99.000","-99.000","-99.000","24.000","","19.900",""
"C0O950","2020-04-27 10:00:00","4.000","348.000","1.400","28.100","0.610","1014.900","","0.000","-99.000","-99.000","-99.000","28.100","","21.400",""
"C0M760","2020-04-27 10:00:00","40.000","297.000","1.800","25.600","0.680","1011.900","","0.000","-99.000","-99.000","-99.000","25.800","","20.100",""
"C0AH70","2020-04-27 10:00:00","34.000","57.000","0.800","23.000","0.700","1015.300","","0.000","-99.000","-99.000","-99.000","23.000","","20.700",""
"C0V250","2020-04-27 10:00:00","298.000","241.000","0.700","30.500","0.420","981.700","","0.000","-99.000","-99.000","-99.000","31.300","","20.400",""
"C0U980","2020-04-27 10:00:00","573.000","142.000","2.800","19.700","0.940","955.500","","3.500","-99.000","-99.000","-99.000","19.700","","16.100",""
"C0S740","2020-04-27 10:00:00","289.000","35.000","2.800","20.900","0.890","987.100","","0.000","9.000","42.000","","21.300","","18.000",""
"C0A940","2020-04-27 10:00:00","49.000","187.000","0.400","21.300","0.940","1014.200","","0.000","-99.000","-99.000","-99.000","21.700","","18.800",""
"C0A920","2020-04-27 10:00:00","196.000","119.000","3.000","20.500","0.880","995.900","","0.000","8.800","107.000","","21.000","","19.800",""
"C0T870","2020-04-27 10:00:00","135.000","192.000","0.300","20.300","0.940","1003.900","","1.500","-99.000","-99.000","-99.000","20.300","","18.000",""
"C0O930","2020-04-27 10:00:00","69.000","294.000","0.800","30.400","0.540","1007.700","","0.000","-99.000","-99.000","-99.000","30.400","","20.000",""
"C0AI40","2020-04-27 10:00:00","37.000","82.000","1.800","23.500","0.670","1014.900","","0.000","-99.000","-99.000","-99.000","23.500","","22.200",""
"C0C460","2020-04-27 10:00:00","482.000","0.000","0.000","20.800","0.610","963.600","","0.000","-99.000","-99.000","-99.000","21.300","","17.900",""
"C0T9D0","2020-04-27 10:00:00","7.000","261.000","0.700","20.100","0.960","1019.500","","2.500","-99.000","-99.000","-99.000","20.400","","18.800",""
"C0I390","2020-04-27 10:00:00","1184.000","261.000","1.200","19.100","0.820","889.200","","0.000","-99.000","-99.000","-99.000","19.900","","16.200",""
"C0B020","2020-04-27 10:00:00","86.000","93.000","3.700","21.200","0.870","1007.800","","-99.000","-99.000","-99.000","-99.000","21.500","","19.800",""
"CM0170","2020-04-27 10:00:00","106.000","263.000","2.400","24.100","0.780","1005.400","","0.000","-99.000","-99.000","-99.000","24.100","","19.400",""
"C0F860","2020-04-27 10:00:00","2215.000","213.000","2.400","13.300","0.930","784.200","","0.000","-99.000","-99.000","-99.000","13.500","","11.000",""
"C0U890","2020-04-27 10:00:00","116.000","282.000","4.000","19.700","0.990","1007.400","","2.000","-99.000","-99.000","-99.000","20.100","","17.300",""
"C0G800","2020-04-27 10:00:00","15.000","15.000","3.700","24.400","0.730","1014.600","","0.000","-99.000","-99.000","-99.000","24.400","","19.900",""
"C0F850","2020-04-27 10:00:00","379.000","16.000","0.800","23.000","0.780","973.100","","0.000","-99.000","-99.000","-99.000","23.600","","19.000",""
"C0AH50","2020-04-27 10:00:00","275.000","93.000","5.400","20.200","0.990","986.500","","0.000","-99.000","-99.000","-99.000","20.200","","19.200",""
"C0Z160","2020-04-27 10:00:00","124.000","18.000","2.200","20.300","0.900","1008.800","","1.000","-99.000","-99.000","-99.000","20.300","","18.600",""
"C0R540","2020-04-27 10:00:00","17.000","224.000","2.300","28.000","0.690","1014.000","","0.000","-99.000","-99.000","-99.000","28.000","","24.200",""
"C0G860","2020-04-27 10:00:00","45.000","308.000","0.700","25.600","0.650","1010.900","","0.000","-99.000","-99.000","-99.000","25.600","","21.100",""
"C0Z250","2020-04-27 10:00:00","1124.000","6.000","0.500","15.300","0.990","894.800","","1.500","-99.000","-99.000","-99.000","16.400","","14.800",""
"C0K440","2020-04-27 10:00:00","35.000","9.000","2.600","25.300","0.650","1012.400","","0.000","-99.000","-99.000","-99.000","25.300","","19.500",""
"C0T900","2020-04-27 10:00:00","160.000","265.000","0.300","20.200","0.820","1000.100","","1.500","-99.000","-99.000","-99.000","20.200","","18.100",""
"C0F9V0","2020-04-27 10:00:00","525.000","328.000","1.800","22.700","0.890","958.500","","0.000","-99.000","-99.000","-99.000","24.300","","19.600",""
"C0UA20","2020-04-27 10:00:00","2619.000","207.000","3.500","10.700","0.830","-99.000","","0.000","-99.000","-99.000","-99.000","10.900","","7.700",""
"C0M850","2020-04-27 10:00:00","695.000","251.000","0.400","24.400","0.690","938.100","","0.000","-99.000","-99.000","-99.000","24.400","","19.300",""
"C0C620","2020-04-27 10:00:00","19.000","87.000","3.300","-99.000","0.880","1014.200","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I360","2020-04-27 10:00:00","300.000","265.000","2.700","25.200","0.620","980.900","","0.000","-99.000","-99.000","-99.000","25.700","","20.200",""
"C0M810","2020-04-27 10:00:00","1354.000","323.000","1.300","19.600","0.890","869.500","","0.000","-99.000","-99.000","-99.000","19.600","","14.900",""
"C0AC80","2020-04-27 10:00:00","40.000","81.000","0.900","23.000","0.750","1013.700","","0.000","-99.000","-99.000","-99.000","23.000","","19.100",""
"CM0140","2020-04-27 10:00:00","26.000","52.000","2.200","22.800","0.800","1016.600","","1.000","-99.000","-99.000","-99.000","22.800","","21.300",""
"C0SA20","2020-04-27 10:00:00","857.000","1.000","1.600","18.300","1.000","922.700","","0.500","-99.000","-99.000","-99.000","18.500","","16.200",""
"C0K490","2020-04-27 10:00:00","91.000","306.000","1.100","25.900","0.680","1005.600","","0.000","-99.000","-99.000","-99.000","25.900","","19.000",""
"C0V820","2020-04-27 10:00:00","441.000","184.000","0.900","27.500","0.560","968.600","","0.000","-99.000","-99.000","-99.000","27.500","","19.000",""
"C0S810","2020-04-27 10:00:00","65.000","39.000","1.700","23.700","0.850","1013.800","","0.000","-99.000","-99.000","-99.000","24.100","","21.300",""
"C0R580","2020-04-27 10:00:00","10.000","223.000","2.900","27.500","0.730","1014.800","","0.000","-99.000","-99.000","-99.000","27.700","","23.300",""
"C0Z330","2020-04-27 10:00:00","488.000","344.000","1.400","18.400","0.990","965.900","","2.500","-99.000","-99.000","-99.000","18.900","","16.900",""
"C0E590","2020-04-27 10:00:00","40.000","39.000","0.800","22.600","0.750","1011.200","","0.000","-99.000","-99.000","-99.000","22.600","","17.300",""
"C0D540","2020-04-27 10:00:00","227.000","190.000","0.800","20.100","0.880","992.200","","0.000","-99.000","-99.000","-99.000","20.300","","17.700",""
"C0K420","2020-04-27 10:00:00","42.000","14.000","1.600","25.500","0.630","1011.300","","0.000","-99.000","-99.000","-99.000","25.500","","19.900",""
"C0Z180","2020-04-27 10:00:00","34.000","11.000","1.100","23.400","0.710","1015.500","","0.500","-99.000","-99.000","-99.000","23.400","","19.400",""
"C0AD10","2020-04-27 10:00:00","27.000","118.000","4.200","22.700","0.700","1015.000","","0.000","-99.000","-99.000","-99.000","23.300","","20.800",""
"C0M720","2020-04-27 10:00:00","225.000","287.000","1.500","26.100","0.660","990.400","","0.000","-99.000","-99.000","-99.000","27.100","","19.100",""
"C0V450","2020-04-27 10:00:00","51.000","203.000","1.400","28.400","0.520","1010.100","","0.000","-99.000","-99.000","-99.000","28.400","","22.200",""
"C0R280","2020-04-27 10:00:00","242.000","60.000","2.300","22.300","0.940","990.000","","2.000","8.300","81.000","","22.300","","20.100",""
"C0E610","2020-04-27 10:00:00","850.000","0.000","0.000","20.100","0.770","923.100","","0.000","-99.000","-99.000","-99.000","20.200","","18.000",""
"C0V610","2020-04-27 10:00:00","22.000","213.000","2.400","28.100","0.630","1013.700","","0.000","-99.000","-99.000","-99.000","28.500","","22.400",""
"C0I380","2020-04-27 10:00:00","258.000","281.000","1.700","26.200","0.640","985.800","","0.000","-99.000","-99.000","-99.000","26.500","","20.000",""
"C0D560","2020-04-27 10:00:00","147.000","130.000","0.900","21.600","0.760","1000.300","","0.000","-99.000","-99.000","-99.000","21.900","","19.300",""
"C0Z220","2020-04-27 10:00:00","589.000","10.000","0.600","16.400","1.000","954.900","","3.000","-99.000","-99.000","-99.000","16.900","","15.800",""
"C0R220","2020-04-27 10:00:00","23.000","259.000","2.100","28.100","0.750","1013.600","","0.000","-99.000","-99.000","-99.000","28.200","","23.600",""
"C0V670","2020-04-27 10:00:00","20.000","259.000","2.100","27.300","0.620","1013.800","","0.000","-99.000","-99.000","-99.000","27.900","","22.500",""
"C0G770","2020-04-27 10:00:00","15.000","19.000","1.000","25.100","0.670","1014.700","","0.000","-99.000","-99.000","-99.000","25.100","","21.300",""
"C0C540","2020-04-27 10:00:00","46.000","82.000","3.200","21.900","0.760","1012.300","","0.000","-99.000","-99.000","-99.000","22.700","","20.800",""
"C0R770","2020-04-27 10:00:00","93.000","51.000","2.500","26.400","0.670","1006.200","","0.000","8.600","35.000","","26.400","","22.500",""
"C0F9O0","2020-04-27 10:00:00","175.000","0.000","0.100","23.700","0.000","996.400","","0.000","-99.000","-99.000","-99.000","23.800","","20.200",""
"C0Z230","2020-04-27 10:00:00","31.000","306.000","6.000","20.800","0.780","1016.900","","2.500","-99.000","-99.000","-99.000","21.600","","18.800",""
"C0U900","2020-04-27 10:00:00","63.000","235.000","1.700","20.300","0.970","1013.800","","3.500","-99.000","-99.000","-99.000","20.700","","17.600",""
"C0X200","2020-04-27 10:00:00","61.000","122.000","0.900","29.000","0.560","1008.700","","0.000","-99.000","-99.000","-99.000","29.000","","19.700",""
"C0G640","2020-04-27 10:00:00","17.000","16.000","2.700","24.200","0.700","1017.200","","0.000","-99.000","-99.000","-99.000","24.300","","19.600",""
"C0Z080","2020-04-27 10:00:00","298.000","0.000","0.100","19.100","0.990","985.700","","0.000","-99.000","-99.000","-99.000","19.500","","17.400",""
"C0U770","2020-04-27 10:00:00","5.000","312.000","4.600","20.800","0.920","1019.500","","1.500","-99.000","-99.000","-99.000","20.900","","18.600",""
"C0Z210","2020-04-27 10:00:00","126.000","357.000","2.000","19.900","0.990","1006.700","","0.500","-99.000","-99.000","-99.000","19.900","","18.300",""
"C0V690","2020-04-27 10:00:00","30.000","233.000","1.500","27.000","0.670","1013.400","","0.000","-99.000","-99.000","-99.000","27.000","","23.000",""
"C0M690","2020-04-27 10:00:00","33.000","346.000","1.700","25.900","0.670","1011.700","","0.000","-99.000","-99.000","-99.000","26.000","","19.900",""
"C0R440","2020-04-27 10:00:00","1679.000","121.000","1.800","15.100","1.000","838.100","","0.000","-99.000","-99.000","-99.000","16.100","","13.400",""
"C0F970","2020-04-27 10:00:00","145.000","296.000","1.700","23.800","0.700","999.100","","0.000","-99.000","-99.000","-99.000","23.800","","20.500",""
"C0C490","2020-04-27 10:00:00","157.000","79.000","1.600","22.100","0.640","999.200","","0.000","8.800","74.000","","22.600","","20.000",""
"C0X160","2020-04-27 10:00:00","26.000","237.000","1.400","28.100","0.560","1012.700","","0.000","-99.000","-99.000","-99.000","28.100","","22.200",""
"C0S760","2020-04-27 10:00:00","1621.000","152.000","0.600","14.400","1.000","843.300","","2.500","-99.000","-99.000","-99.000","14.700","","12.800",""
"C0O830","2020-04-27 10:00:00","127.000","273.000","1.100","30.500","0.490","1001.800","","0.000","-99.000","-99.000","-99.000","30.500","","20.000",""
"C0A9A0","2020-04-27 10:00:00","24.000","46.000","3.100","22.800","0.840","1016.000","","0.000","-99.000","-99.000","-99.000","22.800","","20.200",""
"C0AD50","2020-04-27 10:00:00","84.000","73.000","5.700","22.600","0.760","1008.500","","0.000","11.500","90.000","","22.900","","20.700",""
"C0G620","2020-04-27 10:00:00","110.000","39.000","1.100","25.900","0.760","1003.300","","0.000","-99.000","-99.000","-99.000","25.900","","19.600",""
"C0V310","2020-04-27 10:00:00","46.000","153.000","1.600","29.700","0.450","1010.000","","0.000","-99.000","-99.000","-99.000","29.700","","22.000",""
"C0X110","2020-04-27 10:00:00","20.000","326.000","1.100","28.000","0.530","1014.200","","0.000","-99.000","-99.000","-99.000","28.000","","22.500",""
"C0S980","2020-04-27 10:00:00","901.000","46.000","0.500","18.400","1.000","917.900","","0.500","-99.000","-99.000","-99.000","19.700","","16.500",""
"C0R320","2020-04-27 10:00:00","7.000","73.000","9.400","28.600","0.590","1015.700","","0.000","15.200","85.000","","28.600","","23.800",""
"C0O860","2020-04-27 10:00:00","38.000","268.000","1.500","28.500","0.640","1011.000","","0.000","-99.000","-99.000","-99.000","28.500","","20.600",""
"C0U950","2020-04-27 10:00:00","1012.000","107.000","6.600","15.400","1.000","907.500","","2.000","-99.000","-99.000","-99.000","15.400","","13.800",""
"C0R260","2020-04-27 10:00:00","76.000","278.000","0.300","28.600","0.640","1007.300","","0.000","-99.000","-99.000","-99.000","28.900","","23.400",""
"C0G880","2020-04-27 10:00:00","92.000","334.000","1.600","24.100","0.750","1006.000","","0.000","-99.000","-99.000","-99.000","24.100","","20.100",""
"C0R520","2020-04-27 10:00:00","18.000","248.000","3.000","28.400","0.690","1014.200","","0.000","-99.000","-99.000","-99.000","28.700","","23.700",""
"C0O810","2020-04-27 10:00:00","161.000","236.000","0.700","30.000","0.620","998.100","","0.000","-99.000","-99.000","-99.000","30.000","","20.200",""
"C0E790","2020-04-27 10:00:00","344.000","293.000","1.400","22.900","0.950","977.000","","0.000","-99.000","-99.000","-99.000","22.900","","19.500",""
"C0F9Y0","2020-04-27 10:00:00","3313.000","246.000","3.500","7.700","0.750","688.300","","0.000","12.300","223.000","","7.700","","3.900",""
"C0S930","2020-04-27 10:00:00","248.000","101.000","1.500","22.000","0.850","990.900","","0.000","-99.000","-99.000","-99.000","22.300","","19.200",""
"C0M770","2020-04-27 10:00:00","164.000","269.000","1.000","25.800","0.710","997.100","","0.000","-99.000","-99.000","-99.000","25.800","","19.500",""
"C0R470","2020-04-27 10:00:00","103.000","222.000","1.800","28.800","0.570","1004.900","","0.000","-99.000","-99.000","-99.000","28.800","","22.600",""
"C0W120","2020-04-27 10:00:00","58.000","13.000","9.500","22.300","0.800","1010.800","","0.000","14.800","2.000","","22.300","","21.300",""
"C0V350","2020-04-27 10:00:00","36.000","135.000","1.300","30.000","0.560","1013.000","","0.000","-99.000","-99.000","-99.000","30.500","","21.500",""
"CM0160","2020-04-27 10:00:00","159.000","342.000","1.200","26.300","0.660","999.500","","0.000","-99.000","-99.000","-99.000","26.300","","19.500",""
"C0V500","2020-04-27 10:00:00","6.000","281.000","0.500","27.200","0.660","1013.900","","0.000","-99.000","-99.000","-99.000","27.200","","23.100",""
"C0SA30","2020-04-27 10:00:00","92.000","26.000","3.400","22.200","0.890","1009.200","","0.000","-99.000","-99.000","-99.000","22.700","","20.600",""
"C0U710","2020-04-27 10:00:00","1942.000","253.000","0.400","10.700","0.990","811.700","","1.500","-99.000","-99.000","-99.000","10.900","","9.400",""
"C0Z100","2020-04-27 10:00:00","36.000","151.000","0.500","22.800","0.860","1017.300","","0.500","-99.000","-99.000","-99.000","22.800","","19.500",""
"C0Z170","2020-04-27 10:00:00","199.000","55.000","1.500","21.400","0.920","998.400","","0.500","-99.000","-99.000","-99.000","21.400","","19.400",""
"C0K430","2020-04-27 10:00:00","30.000","358.000","1.100","26.100","0.640","1013.800","","0.000","-99.000","-99.000","-99.000","26.100","","19.700",""
"C0S960","2020-04-27 10:00:00","32.000","36.000","3.500","24.500","0.800","1014.700","","0.000","-99.000","-99.000","-99.000","25.100","","22.200",""
"C0T9M0","2020-04-27 10:00:00","92.000","334.000","1.600","20.900","0.930","1010.800","","1.000","-99.000","-99.000","-99.000","20.900","","18.900",""
"C0AI00","2020-04-27 10:00:00","188.000","49.000","1.400","20.600","0.900","997.800","","0.000","-99.000","-99.000","-99.000","21.000","","19.100",""
"C0AC40","2020-04-27 10:00:00","1079.000","326.000","2.300","13.600","0.990","897.200","","0.500","8.800","108.000","","15.000","","12.600",""
"C0F9M0","2020-04-27 10:00:00","230.000","324.000","0.500","22.400","0.830","990.200","","0.000","-99.000","-99.000","-99.000","22.600","","19.300",""
"C0A930","2020-04-27 10:00:00","216.000","157.000","1.300","20.000","0.970","992.800","","0.000","-99.000","-99.000","-99.000","20.500","","19.500",""
"C0A640","2020-04-27 10:00:00","241.000","0.000","0.000","21.300","0.800","993.200","","0.000","-99.000","-99.000","-99.000","21.300","","17.300",""
"C0I420","2020-04-27 10:00:00","305.000","30.000","0.400","24.600","0.760","981.400","","0.000","-99.000","-99.000","-99.000","24.600","","19.900",""
"C0R170","2020-04-27 10:00:00","26.000","227.000","1.000","29.300","0.580","1013.300","","0.000","-99.000","-99.000","-99.000","29.300","","22.100",""
"C0M530","2020-04-27 10:00:00","1385.000","234.000","0.800","18.800","0.870","871.900","","0.000","-99.000","-99.000","-99.000","18.900","","15.700",""
"C0H960","2020-04-27 10:00:00","120.000","39.000","0.600","24.600","0.770","1001.300","","0.000","-99.000","-99.000","-99.000","24.600","","20.300",""
"C0V620","2020-04-27 10:00:00","18.000","261.000","2.800","27.100","0.630","1014.100","","0.000","-99.000","-99.000","-99.000","27.300","","22.000",""
"C0X280","2020-04-27 10:00:00","22.000","349.000","3.100","25.700","0.640","1014.200","","0.000","-99.000","-99.000","-99.000","25.700","","21.200",""
"C0AH40","2020-04-27 10:00:00","426.000","6.000","2.600","19.900","0.900","967.400","","0.000","7.900","41.000","","20.300","","19.300",""
"C0T9A0","2020-04-27 10:00:00","498.000","0.000","0.000","17.400","0.990","963.500","","2.500","-99.000","-99.000","-99.000","18.000","","15.600",""
"C0T9G0","2020-04-27 10:00:00","605.000","45.000","2.200","16.700","0.990","953.100","","1.000","-99.000","-99.000","-99.000","17.200","","15.700",""
"C0U520","2020-04-27 10:00:00","517.000","0.000","0.100","17.300","0.990","963.400","","5.000","-99.000","-99.000","-99.000","17.300","","14.500",""
"C0E750","2020-04-27 10:00:00","62.000","67.000","0.500","22.000","0.740","1008.500","","0.000","-99.000","-99.000","-99.000","22.000","","19.200",""
"C0R810","2020-04-27 10:00:00","25.000","276.000","1.700","26.900","0.750","1013.900","","0.000","-99.000","-99.000","-99.000","26.900","","24.200",""
"C0G660","2020-04-27 10:00:00","27.000","351.000","1.800","26.700","0.610","1015.600","","0.000","-99.000","-99.000","-99.000","26.700","","21.200",""
"C0W140","2020-04-27 10:00:00","21.000","10.000","3.800","24.200","0.440","1017.000","","0.000","-99.000","-99.000","-99.000","24.300","","18.700",""
"C0U720","2020-04-27 10:00:00","1260.000","358.000","1.000","13.100","1.000","892.100","","0.000","-99.000","-99.000","-99.000","13.900","","12.400",""
"C0R690","2020-04-27 10:00:00","248.000","23.000","1.700","23.800","0.840","988.200","","0.000","8.300","46.000","","24.000","","20.400",""
"C0X150","2020-04-27 10:00:00","18.000","315.000","1.600","28.300","0.610","1015.500","","0.000","-99.000","-99.000","-99.000","28.300","","21.300",""
"C0Z050","2020-04-27 10:00:00","830.000","0.000","0.200","16.700","0.990","928.100","","1.000","-99.000","-99.000","-99.000","18.300","","16.100",""
"C0I490","2020-04-27 10:00:00","1601.000","322.000","0.800","18.500","0.840","845.200","","0.000","-99.000","-99.000","-99.000","18.500","","13.400",""
"C0I090","2020-04-27 10:00:00","910.000","342.000","1.000","22.300","0.780","916.100","","0.000","-99.000","-99.000","-99.000","22.700","","17.300",""
"C0X240","2020-04-27 10:00:00","394.000","349.000","1.000","25.400","0.700","972.400","","0.000","-99.000","-99.000","-99.000","26.400","","18.100",""
"C0S990","2020-04-27 10:00:00","409.000","35.000","3.500","21.800","0.890","972.300","","0.000","8.700","34.000","","22.300","","19.600",""
"C0E850","2020-04-27 10:00:00","104.000","0.000","0.000","20.900","0.850","1004.400","","0.000","-99.000","-99.000","-99.000","20.900","","18.100",""
"C0T9B0","2020-04-27 10:00:00","558.000","347.000","1.000","18.500","0.990","957.400","","0.500","-99.000","-99.000","-99.000","18.500","","16.400",""
"C0G650","2020-04-27 10:00:00","34.000","325.000","0.300","26.100","0.660","1012.300","","0.000","-99.000","-99.000","-99.000","26.100","","21.000",""
"C0K580","2020-04-27 10:00:00","26.000","338.000","1.300","26.300","0.730","1014.600","","0.000","-99.000","-99.000","-99.000","26.300","","20.100",""
"C0X050","2020-04-27 10:00:00","25.000","296.000","2.100","28.900","0.610","1012.300","","0.000","-99.000","-99.000","-99.000","28.900","","19.500",""
"CM0100","2020-04-27 10:00:00","25.000","122.000","2.100","23.400","0.600","1013.700","","0.000","-99.000","-99.000","-99.000","23.600","","18.800",""
"C0AC70","2020-04-27 10:00:00","71.000","110.000","0.300","22.600","0.800","1010.500","","0.000","-99.000","-99.000","-99.000","22.600","","20.300",""
"CM0130","2020-04-27 10:00:00","11.000","332.000","3.700","24.800","0.680","1016.200","","0.000","-99.000","-99.000","-99.000","24.800","","22.400",""
"C0W110","2020-04-27 10:00:00","16.000","12.000","3.300","20.000","0.780","1018.400","","0.000","-99.000","-99.000","-99.000","20.000","","17.500",""
"C0R670","2020-04-27 10:00:00","26.000","85.000","4.300","27.100","0.610","1014.500","","0.000","10.700","69.000","","27.500","","24.400",""
"C0X120","2020-04-27 10:00:00","28.000","68.000","0.800","28.000","0.590","1014.100","","0.000","-99.000","-99.000","-99.000","28.000","","21.100",""
"C0R100","2020-04-27 10:00:00","1006.000","236.000","1.200","23.100","0.730","906.500","","0.000","-99.000","-99.000","-99.000","24.500","","16.200",""
"C0R740","2020-04-27 10:00:00","58.000","92.000","5.100","26.600","0.630","1010.300","","0.000","13.500","104.000","","26.600","","23.600",""
"C0G890","2020-04-27 11:00:00","24.000","36.000","2.100","24.300","0.750","1013.300","","0.000","-99.000","-99.000","-99.000","24.400","","20.700",""
"C0UA60","2020-04-27 11:00:00","566.000","285.000","3.500","17.400","0.920","955.000","","6.500","-99.000","-99.000","-99.000","17.900","","15.700",""
"C0A980","2020-04-27 11:00:00","11.000","103.000","2.800","22.800","0.740","1017.700","","0.000","-99.000","-99.000","-99.000","23.100","","20.900",""
"C0C670","2020-04-27 11:00:00","250.000","51.000","2.000","20.000","0.750","988.400","","0.500","-99.000","-99.000","-99.000","21.200","","17.900",""
"C0K550","2020-04-27 11:00:00","15.000","331.000","2.400","27.800","0.580","1014.700","","0.000","-99.000","-99.000","-99.000","28.100","","19.800",""
"C0R350","2020-04-27 11:00:00","35.000","60.000","5.500","26.900","0.740","1012.300","","0.000","12.500","54.000","","27.300","","23.400",""
"C0T9F0","2020-04-27 11:00:00","251.000","0.000","0.200","21.300","0.880","990.900","","1.000","-99.000","-99.000","-99.000","21.300","","17.900",""
"C0D390","2020-04-27 11:00:00","146.000","0.000","0.000","20.700","0.800","998.200","","0.000","-99.000","-99.000","-99.000","21.600","","18.600",""
"C0E430","2020-04-27 11:00:00","258.000","163.000","0.400","20.500","0.880","990.400","","0.000","-99.000","-99.000","-99.000","20.500","","17.800",""
"C0O990","2020-04-27 11:00:00","18.000","221.000","1.100","29.800","0.520","1013.400","","0.000","-99.000","-99.000","-99.000","30.700","","21.200",""
"CM0010","2020-04-27 11:00:00","68.000","-99.000","-99.000","22.200","0.800","1011.100","","0.500","-99.000","-99.000","-99.000","22.400","","19.200",""
"C0K500","2020-04-27 11:00:00","12.000","334.000","2.800","26.900","0.630","1013.700","","0.000","-99.000","-99.000","-99.000","26.900","","19.800",""
"C0X260","2020-04-27 11:00:00","39.000","277.000","2.200","27.500","0.610","1011.900","","0.000","-99.000","-99.000","-99.000","27.700","","19.600",""
"C0ACA0","2020-04-27 11:00:00","25.000","74.000","2.300","21.900","0.850","1014.200","","0.500","-99.000","-99.000","-99.000","22.200","","20.900",""
"C0X180","2020-04-27 11:00:00","62.000","274.000","1.900","29.500","0.520","1007.400","","0.000","-99.000","-99.000","-99.000","30.300","","20.200",""
"C0F930","2020-04-27 11:00:00","100.000","110.000","0.500","23.400","0.750","1004.400","","0.000","-99.000","-99.000","-99.000","23.500","","19.000",""
"C0I010","2020-04-27 11:00:00","1562.000","247.000","1.500","17.100","0.850","851.300","","0.000","-99.000","-99.000","-99.000","17.600","","14.300",""
"C0R190","2020-04-27 11:00:00","32.000","231.000","1.800","29.400","0.590","1011.400","","0.000","-99.000","-99.000","-99.000","29.700","","22.400",""
"C0E420","2020-04-27 11:00:00","19.000","136.000","0.700","22.300","0.740","1012.400","","0.000","-99.000","-99.000","-99.000","22.500","","18.600",""
"C0I460","2020-04-27 11:00:00","110.000","46.000","2.500","25.600","0.700","1003.800","","0.000","-99.000","-99.000","-99.000","25.600","","21.000",""
"C0A9F0","2020-04-27 11:00:00","35.000","86.000","1.700","22.200","0.840","1014.800","","0.500","-99.000","-99.000","-99.000","22.800","","20.800",""
"C0F9A0","2020-04-27 11:00:00","425.000","30.000","0.300","24.000","0.780","968.600","","0.000","-99.000","-99.000","-99.000","24.000","","19.900",""
"C0O950","2020-04-27 11:00:00","4.000","327.000","2.800","27.900","0.710","1014.700","","0.000","-99.000","-99.000","-99.000","28.100","","21.400",""
"C0M760","2020-04-27 11:00:00","40.000","340.000","1.700","26.900","0.640","1011.600","","0.000","-99.000","-99.000","-99.000","27.100","","20.100",""
"C0AH70","2020-04-27 11:00:00","34.000","84.000","1.900","22.500","0.750","1014.900","","1.000","-99.000","-99.000","-99.000","23.000","","20.700",""
"C0V250","2020-04-27 11:00:00","298.000","344.000","1.000","33.500","0.350","981.200","","0.000","-99.000","-99.000","-99.000","33.500","","20.400",""
"C0U980","2020-04-27 11:00:00","573.000","130.000","2.800","20.200","0.910","955.300","","3.500","-99.000","-99.000","-99.000","20.200","","16.100",""
"C0S740","2020-04-27 11:00:00","289.000","19.000","2.200","21.700","0.850","986.800","","0.000","-99.000","-99.000","-99.000","21.800","","18.000",""
"C0A940","2020-04-27 11:00:00","49.000","0.000","0.000","21.700","0.960","1014.000","","0.000","-99.000","-99.000","-99.000","21.800","","18.800",""
"C0A920","2020-04-27 11:00:00","196.000","121.000","2.600","20.400","0.920","995.800","","0.500","8.200","120.000","","21.000","","19.800",""
"C0T870","2020-04-27 11:00:00","135.000","0.000","0.000","22.400","0.800","1003.500","","1.500","-99.000","-99.000","-99.000","22.400","","18.000",""
